"Reference","QNum","Answer","TargetDate","ActionPlan","version"
"AF121477   ","27","yes","","","1"
"AF121477   ","28","yes","","","1"
"AF121477   ","29","yes","","","1"
"AF121477   ","30","yes","","","1"
"AF121477   ","31","no","2015-10-21","This to be established in more detail once audit committee meet","1"
"AF121477   ","32","yes","","","1"
"AF120158   ","1","yes","","","1"
"AF120158   ","2","yes","","","1"
"AF120158   ","3","yes","","","1"
"AF120158   ","4","yes","","","1"
"AF120158   ","5","yes","","","1"
"AF120158   ","6","yes","","","1"
"AF120158   ","7","yes","","","1"
"AF120158   ","8","yes","","","1"
"AF120158   ","9","yes","","","1"
"AF120158   ","10","na","","","1"
"AF120158   ","11","yes","","","1"
"AF120158   ","12","yes","","","1"
"AF120158   ","13","yes","","","1"
"AF120158   ","14","yes","","","1"
"AF120158   ","15","yes","","","1"
"AF120158   ","16","yes","","","1"
"AF120158   ","17","yes","","","1"
"AF120158   ","18","yes","","","1"
"AF120158   ","19","yes","","","1"
"AF120158   ","20","yes","","","1"
"AF120158   ","21","yes","","","1"
"AF120158   ","22","yes","","","1"
"AF120158   ","23","yes","","","1"
"AF120158   ","24","yes","","","1"
"AF120158   ","25","yes","","","1"
"AF120158   ","26","yes","","","1"
"AF120158   ","27","yes","","","1"
"AF120158   ","28","yes","","","1"
"AF120158   ","29","yes","","","1"
"AF120158   ","30","yes","","","1"
"AF120158   ","31","yes","","","1"
"AF120158   ","32","yes","","","1"
"AF122485   ","1","yes","","","1"
"AF122485   ","2","yes","","","1"
"AF122485   ","3","yes","","","1"
"AF122485   ","4","yes","","","1"
"AF122485   ","5","yes","","","1"
"AF122485   ","6","yes","","","1"
"AF122485   ","7","yes","","","1"
"AF122485   ","8","yes","","","1"
"AF122485   ","9","yes","","","1"
"AF122485   ","10","na","","","1"
"AF122485   ","11","yes","","","1"
"AF122485   ","12","yes","","","1"
"AF122485   ","13","yes","","","1"
"AF122485   ","14","yes","","","1"
"AF122485   ","15","yes","","","1"
"AF122485   ","16","yes","","","1"
"AF122485   ","17","yes","","","1"
"AF122485   ","18","yes","","","1"
"AF122485   ","19","yes","","","1"
"AF122485   ","20","yes","","","1"
"AF122485   ","21","yes","","","1"
"AF122485   ","22","yes","","","1"
"AF122485   ","23","yes","","","1"
"AF122485   ","24","yes","","","1"
"AF122485   ","25","yes","","","1"
"AF122485   ","26","yes","","","1"
"AF122485   ","27","yes","","","1"
"AF122485   ","28","yes","","","1"
"AF122485   ","29","yes","","","1"
"AF122485   ","30","yes","","","1"
"AF122485   ","31","yes","","","1"
"AF122485   ","32","yes","","","1"
"AF87249    ","1","yes","","","1"
"AF87249    ","2","yes","","","1"
"AF87249    ","3","yes","","","1"
"AF87249    ","4","yes","","","1"
"AF87249    ","5","yes","","","1"
"AF87249    ","6","yes","","","1"
"AF87249    ","7","yes","","","1"
"AF87249    ","8","yes","","","1"
"AF87249    ","9","yes","","","1"
"AF87249    ","10","na","","","1"
"AF87249    ","11","yes","","","1"
"AF87249    ","12","yes","","","1"
"AF87249    ","13","yes","","","1"
"AF87249    ","14","yes","","","1"
"AF87249    ","15","yes","","","1"
"AF87249    ","16","yes","","","1"
"AF87249    ","17","yes","","","1"
"AF87249    ","18","yes","","","1"
"AF87249    ","19","yes","","","1"
"AF87249    ","20","yes","","","1"
"AF87249    ","21","yes","","","1"
"AF87249    ","22","yes","","","1"
"AF87249    ","23","yes","","","1"
"AF87249    ","24","yes","","","1"
"AF87249    ","25","yes","","","1"
"AF87249    ","26","yes","","","1"
"AF87249    ","27","yes","","","1"
"AF87249    ","28","yes","","","1"
"AF87249    ","29","yes","","","1"
"AF87249    ","30","yes","","","1"
"AF87249    ","31","yes","","","1"
"AF87249    ","32","yes","","","1"
"AF95755    ","1","yes","","","1"
"AF95755    ","2","yes","","","1"
"AF95755    ","3","yes","","","1"
"AF95755    ","4","yes","","","1"
"AF95755    ","5","yes","","","1"
"AF95755    ","6","yes","","","1"
"AF95755    ","7","yes","","","1"
"AF95755    ","8","yes","","","1"
"AF95755    ","9","yes","","","1"
"AF95755    ","10","na","","","1"
"AF95755    ","11","yes","","","1"
"AF95755    ","12","yes","","","1"
"AF95755    ","13","yes","","","1"
"AF95755    ","14","yes","","","1"
"AF95755    ","15","yes","","","1"
"AF95755    ","16","yes","","","1"
"AF95755    ","17","yes","","","1"
"AF95755    ","18","yes","","","1"
"AF95755    ","19","yes","","","1"
"AF95755    ","20","yes","","","1"
"AF95755    ","21","yes","","","1"
"AF95755    ","22","yes","","","1"
"AF95755    ","23","yes","","","1"
"AF95755    ","24","yes","","","1"
"AF95755    ","25","yes","","","1"
"AF95755    ","26","yes","","","1"
"AF95755    ","27","yes","","","1"
"AF95755    ","28","yes","","","1"
"AF95755    ","29","yes","","","1"
"AF95755    ","30","yes","","","1"
"AF95755    ","31","yes","","","1"
"AF95755    ","32","yes","","","1"
"AF110788   ","1","yes","","","1"
"AF110788   ","2","yes","","","1"
"AF110788   ","3","yes","","","1"
"AF110788   ","4","yes","","","1"
"AF110788   ","5","yes","","","1"
"AF110788   ","6","yes","","","1"
"AF110788   ","7","yes","","","1"
"AF110788   ","8","yes","","","1"
"AF110788   ","9","yes","","","1"
"AF110788   ","10","na","","","1"
"AF110788   ","11","yes","","","1"
"AF110788   ","12","yes","","","1"
"AF110788   ","13","yes","","","1"
"AF110788   ","14","yes","","","1"
"AF110788   ","15","yes","","","1"
"AF110788   ","16","no","2015-10-08","Currently under review","1"
"AF110788   ","17","yes","","","1"
"AF110788   ","18","yes","","","1"
"AF110788   ","19","yes","","","1"
"AF110788   ","20","yes","","","1"
"AF110788   ","21","yes","","","1"
"AF110788   ","22","yes","","","1"
"AF110788   ","23","yes","","","1"
"AF110788   ","24","yes","","","1"
"AF110788   ","25","yes","","","1"
"AF110788   ","26","yes","","","1"
"AF110788   ","27","yes","","","1"
"AF110788   ","28","yes","","","1"
"AF110788   ","29","no","2015-10-08","Governors to review ","1"
"AF110788   ","30","yes","","","1"
"AF110788   ","31","no","2015-10-08","Governors to review ","1"
"AF110788   ","32","yes","","","1"
"AF116720   ","1","yes","","","1"
"AF116720   ","2","yes","","","1"
"AF116720   ","3","yes","","","1"
"AF116720   ","4","yes","","","1"
"AF116720   ","5","yes","","","1"
"AF116720   ","6","yes","","","1"
"AF116720   ","7","yes","","","1"
"AF116720   ","8","yes","","","1"
"AF116720   ","9","yes","","","1"
"AF116720   ","10","na","","","1"
"AF116720   ","11","yes","","","1"
"AF116720   ","12","yes","","","1"
"AF116720   ","13","yes","","","1"
"AF116720   ","14","yes","","","1"
"AF116720   ","15","no","2015-12-31","It is planned to devise a continuity and business continuity plans for approval by the Board in the autumn term 2015.","1"
"AF116720   ","16","yes","","","1"
"AF116720   ","17","yes","","","1"
"AF116720   ","18","yes","","","1"
"AF116720   ","19","yes","","","1"
"AF116720   ","20","yes","","","1"
"AF116720   ","21","no","2015-09-30","The academy has a business interests form completed by most governors but this needs to be updated and completed by ALL governors.","1"
"AF116720   ","22","no","2015-10-31","This will be done following the update of the register of interests.","1"
"AF116720   ","23","yes","","","1"
"AF116720   ","24","no","2015-09-30","Although a form of competitive tendering existed for the predecessor school this was not adopted by the academy as it was considered that a new policy was required. this is in hand.","1"
"AF116720   ","25","yes","","","1"
"AF116720   ","26","yes","","","1"
"AF116720   ","27","yes","","","1"
"AF116720   ","28","yes","","","1"
"AF116720   ","29","yes","","","1"
"AF116720   ","30","yes","","","1"
"AF116720   ","31","yes","","","1"
"AF116720   ","32","yes","","","1"
"AF118130   ","1","yes","","","1"
"AF118130   ","2","yes","","","1"
"AF118130   ","3","yes","","","1"
"AF118130   ","4","yes","","","1"
"AF118130   ","5","yes","","","1"
"AF118130   ","6","yes","","","1"
"AF118130   ","7","yes","","","1"
"AF118130   ","8","yes","","","1"
"AF118130   ","9","yes","","","1"
"AF118130   ","10","yes","","","1"
"AF118130   ","11","yes","","","1"
"AF118130   ","12","yes","","","1"
"AF118130   ","13","yes","","","1"
"AF118130   ","14","yes","","","1"
"AF118130   ","15","yes","","","1"
"AF118130   ","16","yes","","","1"
"AF118130   ","17","yes","","","1"
"AF118130   ","18","yes","","","1"
"AF118130   ","19","yes","","","1"
"AF118130   ","20","yes","","","1"
"AF118130   ","21","yes","","","1"
"AF118130   ","22","yes","","","1"
"AF118130   ","23","yes","","","1"
"AF118130   ","24","yes","","","1"
"AF118130   ","25","yes","","","1"
"AF118130   ","26","yes","","","1"
"AF118130   ","27","yes","","","1"
"AF118130   ","28","yes","","","1"
"AF118130   ","29","yes","","","1"
"AF118130   ","30","yes","","","1"
"AF118130   ","31","yes","","","1"
"AF118130   ","32","yes","","","1"
"AF118636   ","1","yes","","","1"
"AF118636   ","2","yes","","","1"
"AF118636   ","3","yes","","","1"
"AF118636   ","4","yes","","","1"
"AF118636   ","5","yes","","","1"
"AF118636   ","6","yes","","","1"
"AF118636   ","7","no","2015-12-18","This will be decided upon during the Autumn Term when we the MAT's second school will become an Academy.","1"
"AF118636   ","8","no","2015-09-30","The Trust members and directors will have this in place by the end of September 2015","1"
"AF118636   ","9","yes","","","1"
"AF118636   ","10","na","","","1"
"AF118636   ","11","yes","","","1"
"AF118636   ","12","yes","","","1"
"AF118636   ","13","yes","","","1"
"AF118636   ","14","yes","","","1"
"AF118636   ","15","yes","","","1"
"AF118636   ","16","no","2015-10-31","This is not in place yet but is planned to done during the Autumn Term by the Audit Committee.","1"
"AF118636   ","17","yes","","","1"
"AF118636   ","18","yes","","","1"
"AF118636   ","19","yes","","","1"
"AF118636   ","20","yes","","","1"
"AF118636   ","21","yes","","","1"
"AF118636   ","22","no","2015-09-30","The Trust is just in the process of collating the information and the relevant business & pecuniary interest of trustees and members will be put on The Sandhill Trust website early in the Autumn Term.","1"
"AF118636   ","23","yes","","","1"
"AF118636   ","24","yes","","","1"
"AF118636   ","25","yes","","","1"
"AF118636   ","26","yes","","","1"
"AF118636   ","27","no","2015-12-18","This is scheduled to be completed during the Autumn Term.","1"
"AF118636   ","28","yes","","","1"
"AF118636   ","29","yes","","","1"
"AF118636   ","30","yes","","","1"
"AF118636   ","31","yes","","","1"
"AF118636   ","32","yes","","","1"
"AF119186   ","1","no","2016-01-01","Currently have an Acting-Head following the departure of the previous Headteacher (now an HMI).  Governing Body has plans in place to recruit a (Executive) Principal, target date of commencement 01/01/2016.","1"
"AF119186   ","2","yes","","","1"
"AF119186   ","3","yes","","","1"
"AF119186   ","4","yes","","","1"
"AF119186   ","5","yes","","","1"
"AF119186   ","6","yes","","","1"
"AF119186   ","7","yes","","","1"
"AF119186   ","8","yes","","","1"
"AF119186   ","9","yes","","","1"
"AF119186   ","10","na","","","1"
"AF119186   ","11","no","2015-07-31","EFA relevant deadline is in the future (31/07/2015)","1"
"AF119186   ","12","yes","","","1"
"AF119186   ","13","yes","","","1"
"AF119186   ","14","yes","","","1"
"AF119186   ","15","yes","","","1"
"AF119186   ","16","yes","","","1"
"AF119186   ","17","yes","","","1"
"AF119186   ","18","yes","","","1"
"AF119186   ","19","yes","","","1"
"AF119186   ","20","yes","","","1"
"AF119186   ","21","yes","","","1"
"AF119186   ","22","no","2015-07-17","Will be published by date below.","1"
"AF119186   ","23","yes","","","1"
"AF119186   ","24","yes","","","1"
"AF119186   ","25","yes","","","1"
"AF119186   ","26","yes","","","1"
"AF119186   ","27","yes","","","1"
"AF119186   ","28","yes","","","1"
"AF119186   ","29","yes","","","1"
"AF119186   ","30","yes","","","1"
"AF119186   ","31","yes","","","1"
"AF119186   ","32","yes","","","1"
"AF119906   ","1","yes","","","1"
"AF119906   ","2","yes","","","1"
"AF119906   ","3","yes","","","1"
"AF119906   ","4","yes","","","1"
"AF119906   ","5","yes","","","1"
"AF119906   ","6","yes","","","1"
"AF119906   ","7","yes","","","1"
"AF119906   ","8","yes","","","1"
"AF119906   ","9","yes","","","1"
"AF119906   ","10","na","","","1"
"AF119906   ","11","yes","","","1"
"AF119906   ","12","no","2016-07-01","As we have only been a MAT since 1st April 2015 and to date we have no investments and at  present no intention.  If and when we do, we will put a policy in place to adhere to this.","1"
"AF119906   ","13","yes","","","1"
"AF119906   ","14","yes","","","1"
"AF119906   ","15","yes","","","1"
"AF119906   ","16","yes","","","1"
"AF119906   ","17","yes","","","1"
"AF119906   ","18","yes","","","1"
"AF119906   ","19","yes","","","1"
"AF119906   ","20","yes","","","1"
"AF119906   ","21","yes","","","1"
"AF119906   ","22","yes","","","1"
"AF119906   ","23","yes","","","1"
"AF119906   ","24","yes","","","1"
"AF119906   ","25","yes","","","1"
"AF119906   ","26","yes","","","1"
"AF119906   ","27","yes","","","1"
"AF119906   ","28","yes","","","1"
"AF119906   ","29","yes","","","1"
"AF119906   ","30","no","2015-08-31","We are in the process of appointing a responsible officer.  This will either be a PFO from the local Grammar school or we shall use our auditors","1"
